customer_id,customer_hk,first_name,last_name,full_name,gender,birth_date,age,age_group,country,city,customer_segment,loyalty_tier,signup_date,preferred_channel,days_since_signup,valid_from,snapshot_date
CUST0285,32d29b902d9a289995c7ddbc4a843b1ea8743986721f09e3d56e60b98cb1bc6f,Jean,Konan,Jean Konan,F,1985-06-28,40,35-44,Benin,Cotonou,Standard,Explorer,2024-11-26,Travel Agency,36,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0286,a260a545438e5e1dc993c82f5623f7a588865b7601d0cd3977de29ef58467504,Awa,Ouattara,Awa Ouattara,F,1970-11-20,55,55+,Ghana,Accra,Business,Gold,2024-02-14,Travel Agency,322,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0287,60f8289c1a0fad7bd795a4a9ede58b7df30359037a28ea1313cbf1354b1df664,Awa,Konan,Awa Konan,M,1985-01-14,40,35-44,Nigeria,Lagos,Budget,None,2023-08-04,Mobile App,516,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0288,9894db889174f9e4bd6bc157f740cf9567483fafd396cea4d730dacebbbcbd52,Koffi,Amani,Koffi Amani,M,1992-06-18,33,25-34,France,Paris,Business,Explorer,2023-12-05,Mobile App,393,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0289,5004c82b79dd0d2aa51b703448648280e620eb4c6b1e3da0f18accf6501ab65b,Didier,Mensah,Didier Mensah,M,1967-11-10,58,55+,Benin,Cotonou,Standard,Explorer,2024-06-26,Travel Agency,189,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0290,3321dd119a19abbe1ed4df66d047fd4412dca2972124f767e240beab1e1239dd,Fatou,Konan,Fatou Konan,M,1971-11-26,54,45-54,Ghana,Accra,Budget,Explorer,2024-02-15,Web,321,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0291,9fc37f9427fd021d053975393c261390f65900110f35be1e145be0845cdc0ac4,Didier,Diallo,Didier Diallo,F,1968-09-17,57,55+,Côte d'Ivoire,Abidjan,Standard,None,2024-09-12,Travel Agency,111,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0292,3a097084c3c1b583d0e1fb0b20ddc516ec96e40907efc903e50cb7bb28f7ba9b,Mariam,Diallo,Mariam Diallo,F,1998-01-12,27,25-34,Benin,Cotonou,Standard,Gold,2023-08-07,Travel Agency,513,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0293,7ff89145b56cee81b6ce8d4b0f48c14e1e6080b1652504f70ee95680b1d2a864,Nadia,Kouassi,Nadia Kouassi,M,1966-02-22,59,55+,Nigeria,Lagos,Budget,Explorer,2024-02-16,Travel Agency,320,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0294,9e8e1a9baf22da4f05c30d00192b73c9ef825f5ec1c4de3c21bc5690eb888106,Yao,Ndiaye,Yao Ndiaye,M,1991-07-22,34,25-34,Côte d'Ivoire,Yamoussoukro,Business,None,2023-01-22,Travel Agency,710,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0295,74960d214e85d77ebae31dfb2e9858156e820ad49a2a24ffb564654379972bb4,Amadou,Kouassi,Amadou Kouassi,F,1987-04-11,38,35-44,Benin,Cotonou,Standard,None,2024-05-25,Mobile App,221,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0296,11df96c2048c1a24557c7b10de56ebb9b0923e2a64333d8214e88a4c40ccfeb5,Mariam,Kone,Mariam Kone,M,1973-05-10,52,45-54,France,Paris,Standard,Explorer,2023-09-13,Mobile App,476,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0297,fcd3d04832080f0155575376caedeaa37357262f6649499263dbd3180cf23c30,Aminata,Ndiaye,Aminata Ndiaye,M,1978-10-02,47,45-54,Senegal,Dakar,Business,Silver,2023-02-17,Corporate Desk,684,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0298,4233a6447d96ef9085467672aba22490275a72af475aa80575b3656bf1b32f41,Amadou,Diallo,Amadou Diallo,M,1966-02-05,59,55+,Ghana,Accra,Budget,None,2024-05-29,Travel Agency,217,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0299,57bc63c5c6cab28aa92460a9a4f54875d6a405d085cc395ac8a96ed97542f920,Mariam,Kone,Mariam Kone,M,1970-07-11,55,55+,Côte d'Ivoire,Yamoussoukro,Premium,Silver,2023-12-10,Web,388,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0300,e391842c36e8dde002cb5ada4f2afa9b8b37c2d11cd09a9c23b8c0b75d66643d,Yao,Kouassi,Yao Kouassi,F,1967-03-17,58,55+,France,Paris,Standard,Silver,2023-01-21,Web,711,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
